name,address,latitud,longitud,Location
San Miguel Plaza Hotel,"2 Calle Las Rosas Apt 101 | San Miguel Plaza, Bayamon 00961, Puerto Rico",18.39773,-66.145859,"2 Calle Las Rosas Apt 101 | San Miguel Plaza, Bayamon 00961, Puerto Rico
(18.39773, -66.145859)"
Casa Alta Vista,"#297 Flamboyan St. | Esperanza, 00765, Puerto Rico",18.096991,-65.477409,"#297 Flamboyan St. | Esperanza, 00765, Puerto Rico
(18.096991, -65.477409)"
Hotel Treasure Island,"Carr. 172 Interior Kilometer 13.5 | Barrio. Bayamon, Cidra 00739, Puerto Rico",18.184263,-66.148918,"Carr. 172 Interior Kilometer 13.5 | Barrio. Bayamon, Cidra 00739, Puerto Rico
(18.184263, -66.148918)"
Olimpo Court Hotel,"603 Miramar Avenue, San Juan 00907, Puerto Rico",18.4561,-66.08506,"603 Miramar Avenue, San Juan 00907, Puerto Rico
(18.4561, -66.08506)"
Best View Joyuda Plaza Hotel,"Carr 102 Km 14.6 | Bo. Joyuda, Cabo Rojo 00623, Puerto Rico",18.0882,-67.146889,"Carr 102 Km 14.6 | Bo. Joyuda, Cabo Rojo 00623, Puerto Rico
(18.0882, -67.146889)"
Hotel Punta Maracayo,"Road #2 Km. 84.6, Hatillo, Puerto Rico",18.489683,-66.794954,"Road #2 Km. 84.6, Hatillo, Puerto Rico
(18.489683, -66.794954)"
The Beach House Hotel,"4851 Ave Isla Verde, Isla Verde, Carolina 00979, Puerto Rico",18.444332,-66.026329,"4851 Ave Isla Verde, Isla Verde, Carolina 00979, Puerto Rico
(18.444332, -66.026329)"
Parador Villa Antonio,"Road 115, Km 12.3, Rincon 00677, Puerto Rico",18.339773,-67.250259,"Road 115, Km 12.3, Rincon 00677, Puerto Rico
(18.339773, -67.250259)"
The Villas at Serenity Bay,"Route 429, KM 3.0 | Suite 55, Rincon 00677, Puerto Rico",18.32976,-67.250465,"Route 429, KM 3.0 | Suite 55, Rincon 00677, Puerto Rico
(18.32976, -67.250465)"
The Villas at Palmas,"295 Palmas Inn Way | Suite 6, Humacao 00791, Puerto Rico",18.08362,-65.800797,"295 Palmas Inn Way | Suite 6, Humacao 00791, Puerto Rico
(18.08362, -65.800797)"
Parador Perichi's,"Rd 102 Km 143 | Playa Joyuda, Cabo Rojo, Cabo Rojo 00623, Puerto Rico",18.112989,-67.181289,"Rd 102 Km 143 | Playa Joyuda, Cabo Rojo, Cabo Rojo 00623, Puerto Rico
(18.112989, -67.181289)"
Hotel Banos de Coamo,"Carr 546 Final | Barrio San Idelfonso, Coamo 00769, Puerto Rico",,,
Quality Inn El Tuque,"3330 Ponce By Pass | Carretera #2, Km 220.1, Ponce 00728-1510, Puerto Rico (Formerly ""Hotel El Tuque"")",17.973934,-66.683464,"3330 Ponce By Pass | Carretera #2, Km 220.1, Ponce 00728-1510, Puerto Rico (Formerly &quot;Hotel El Tuque&quot;)
(17.973934, -66.683464)"
Coral by the Sea Hotel,"Calle Rosa 2, Isla Verde, Carolina 00979, Puerto Rico",18.442329,-66.016029,"Calle Rosa 2, Isla Verde, Carolina 00979, Puerto Rico
(18.442329, -66.016029)"
Velero Beach Hotel,"Carr 307 Km 9.3, Boqueron 00622, Puerto Rico",,,
Best of Both Surf and Yoga,"Rincon, Puerto Rico",,,
Brandemar Hotel & Restaurant,"R-R-1 Bo. Branderi, Buzon 6989, Guayama 00784, Puerto Rico",17.965654,-66.087547,"R-R-1 Bo. Branderi, Buzon 6989, Guayama 00784, Puerto Rico
(17.965654, -66.087547)"
Culebra Beach Villa,"P.O. Box 270262, PR 00927-0, Puerto Rico",18.309591,-65.293213,"P.O. Box 270262, PR 00927-0, Puerto Rico
(18.309591, -65.293213)"
Hidden Village Hotel,"Ramal Los Mendez | Carr. 4416 km 1.3, Aguada 00602, Puerto Rico (Formerly J. B. Hidden Village Hotel)",18.325613,-67.170197,"Ramal Los Mendez | Carr. 4416 km 1.3, Aguada 00602, Puerto Rico (Formerly J. B. Hidden Village Hotel)
(18.325613, -67.170197)"
Torres de la Parguera Hotel,"Road 304 KM 3.1, La Parguera 00667, Puerto Rico",,,
Mario's Hotel & Restaurant,"2 Rosa St. | Isla Verde, San Juan 00979, Puerto Rico",,,
WesternBay Mayaguez,"Santiago Palmer St. # 9 East, Mayaguez 00680, Puerto Rico",18.200443,-67.14032,"Santiago Palmer St. # 9 East, Mayaguez 00680, Puerto Rico
(18.200443, -67.14032)"
Casa Marshall,"#14 Las Quinta, Ceiba 00735, Puerto Rico",18.262091,-65.650421,"#14 Las Quinta, Ceiba 00735, Puerto Rico
(18.262091, -65.650421)"
Parador Joyuda Beach,"Road 102 Km 11.8 | Joyuda, Cabo Rojo 00623, Puerto Rico",,,
El Coqui Posada Familiar,"Carretera 722 Aibonito 00705 Km 7.3 | Aibonito, Guaynabo, Puerto Rico",,,
Hotel El Centro,"Rio Piedras Medical Center | Río Piedras, San Juan 00927, Puerto Rico",,,
Parador Posada Porlamar,"Carr 304 Km 3.3, Lajas 00667, Puerto Rico",,,
Hotel Las Brisas Del Condado,"1503 Loiza St, San Juan 00911, Puerto Rico",18.45204,-66.063423,"1503 Loiza St, San Juan 00911, Puerto Rico
(18.45204, -66.063423)"
Seaside Beach Resort,"Carr 485 Km 1.8 BO Membrillo | Camuy Beach, Camuy 00627, Puerto Rico",,,
Ocean Point Condominiums,"Loiza, Puerto Rico",,,
Hotel Las Americas,"64 Av Ponce de Leon 00918, San Juan 00904, Puerto Rico",18.431099,-66.05883,"64 Av Ponce de Leon 00918, San Juan 00904, Puerto Rico
(18.431099, -66.05883)"
Hotel Cielo Mar,"Avenida Montemar 84, Aguadilla 00603, Puerto Rico",18.446529,-67.157181,"Avenida Montemar 84, Aguadilla 00603, Puerto Rico
(18.446529, -67.157181)"
Parador Vistamar,"Rd 113N # 6205, Quebradillas 00678, Puerto Rico",18.486348,-66.95335,"Rd 113N # 6205, Quebradillas 00678, Puerto Rico
(18.486348, -66.95335)"
Aviones Hotel,"Carr 143 Km 57.0 Bo Helechal, Barranquitas, Puerto Rico",18.1744873,-66.332362,"Carr 143 Km 57.0 Bo Helechal, Barranquitas, Puerto Rico
(18.1744873, -66.332362)"
Parador Highway Inn,"Rd 100 Km 8, Cabo Rojo 00623, Puerto Rico",18.08817,-67.144808,"Rd 100 Km 8, Cabo Rojo 00623, Puerto Rico
(18.08817, -67.144808)"
Hotel Kokomo,"At the Ferry Terminal | Dewey, Puerto Rico",18.30257,-65.302223,"At the Ferry Terminal | Dewey, Puerto Rico
(18.30257, -65.302223)"
Hotel Hacienda Los Castillos,"Carretera 443 Moca 00603 | Moca, Aguadilla, Puerto Rico",,,
Lighthouse Tropical Inn,"Road 100 Intersection 102, Cabo Rojo 00623, Puerto Rico",,,
WesternBay Boqueron Beach Hotel,"Carr. 101 Entrada Balneario de Boqueron Cabo Rojo, Boqueron 00622, Puerto Rico",18.026777,-67.168602,"Carr. 101 Entrada Balneario de Boqueron Cabo Rojo, Boqueron 00622, Puerto Rico
(18.026777, -67.168602)"
Rio Grande Plantation Eco Resort,"Road No 956, Guzman Abajo, Km. 4, Hm 2, Rio Grande 00745, Puerto Rico",18.345675,-65.837852,"Road No 956, Guzman Abajo, Km. 4, Hm 2, Rio Grande 00745, Puerto Rico
(18.345675, -65.837852)"
San Juan Beach Hotel,"1045 Ashford Avenue, San Juan 00907, Puerto Rico",18.457039,-66.074219,"1045 Ashford Avenue, San Juan 00907, Puerto Rico
(18.457039, -66.074219)"
Campomar Hotel & Restaurant,"3167 Paseo Cresta | Levittown, Toa Baja 00949, Puerto Rico",18.45664,-66.182549,"3167 Paseo Cresta | Levittown, Toa Baja 00949, Puerto Rico
(18.45664, -66.182549)"
Lago Vista Hotel,"119 St. km 22.1, San Sebastian 00685 , Puerto Rico",18.33683,-66.99012,"119 St. km 22.1, San Sebastian 00685 , Puerto Rico
(18.33683, -66.99012)"
Hacienda El Pedregal,"rd 111 km 0.1 Cuesta Nueva, Aguadilla 00600, Puerto Rico",18.44766,-67.150711,"rd 111 km 0.1 Cuesta Nueva, Aguadilla 00600, Puerto Rico
(18.44766, -67.150711)"
Costa Dorada Beach Resort,"900 Calle Emilio Gonzalez, Isabela 00662, Puerto Rico",18.502439,-67.023308,"900 Calle Emilio Gonzalez, Isabela 00662, Puerto Rico
(18.502439, -67.023308)"
Vieques Ocean View Hotel,"PO Box 124 | Isabel Segunda, 00765, Puerto Rico",18.150011,-65.443436,"PO Box 124 | Isabel Segunda, 00765, Puerto Rico
(18.150011, -65.443436)"
Hostal CasaBlanca,"Carr #304 Km 3.2 | Lajas, La Parguera, Puerto Rico",17.974001,-67.049667,"Carr #304 Km 3.2 | Lajas, La Parguera, Puerto Rico
(17.974001, -67.049667)"
Parador Oasis,"72 Calle Luna | P.O. Box 144, San German 00683, Puerto Rico",18.081379,-67.042702,"72 Calle Luna | P.O. Box 144, San German 00683, Puerto Rico
(18.081379, -67.042702)"
Hostal Villas del Lago,"Carretera PR 140 Km 28.1, Utuado 00641 , Puerto Rico",,,
Los Pinos Lake Resort,"Road PR #140, Km. 2 8.1 | Bo. Caonillas, Utuado 00641, Puerto Rico",,,
Verdanza Hotel,"8020 Tartak Street, Isla Verde, Carolina 00979, Puerto Rico",18.439851,-66.074013,"8020 Tartak Street, Isla Verde, Carolina 00979, Puerto Rico
(18.510363, -66.074013)"
